zpid,price,priceLabel,beds,baths,area,latLong,statusType,statusText,isFavorite,isUserClaimingOwner,isUserConfirmedClaim,imgSrc,hasImage,visited,listingType,variableData,hdpData,detailUrl,pgapt,sgapt,has3DModel,hasVideo,isHomeRec,address,hasAdditionalAttributions,isFeaturedListing,availabilityDate,buildingId,lotId,minBeds,minBaths,minArea,unitCount,isBuilding,badgeInfo,canSaveBuilding,plid,communityName,style,isCdpResult,isPropertyResultCDP,lotAreaString,streetViewMetadataURL,streetViewURL
25561741,"$1,149,000",$1.15M,3.0,3.0,1832.0,"{'latitude': 33.517982, 'longitude': -117.682724}",FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/5a107bbeda1b479aeebc720773f0f048-p_e.jpg,True,False,,"{'type': 'VIDEO_WALKTHROUGH', 'text': 'Video Walkthrough'}","{'homeInfo': {'zpid': 25561741, 'zipcode': '92677', 'city': 'Laguna Niguel', 'state': 'CA', 'latitude': 33.517982, 'longitude': -117.682724, 'price': 1149000.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1832.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1186900, 'rentZestimate': 4288, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1149000.0, 'videoCount': 1, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 781428.0, 'lotAreaValue': 4000.0, 'lotAreaUnit': 'sqft'}}",/homedetails/1-Drake-Laguna-Niguel-CA-92677/25561741_zpid/,ForSale,For Sale by Agent,False,True,False,--,False,False,,,,,,,,,,,,,,,,,,
,"From $699,000",,,,,"{'latitude': 33.932365, 'longitude': -117.96608}",FOR_SALE,For Rent,False,,,https://photos.zillowstatic.com/fp/d8064cae3f3d6324f21ab954575cb5f8-p_e.jpg,True,,,{},,"/b/La-Habra-CA/33.932365,-117.96608_ll/",,,False,,,"1803 Sonata St, La Habra, CA",False,False,,33.932365--117.96608,,3.0,3.0,1632.0,2.0,True,,False,,,,,,,,
2068360182,"$179,900+",$180K,3.0,2.0,1493.0,"{'latitude': 33.75919, 'longitude': -117.968475}",FOR_SALE,New construction,False,False,False,https://photos.zillowstatic.com/fp/365dd19b41fe0c24542ee2458a06ca21-p_e.jpg,True,False,NEW_CONSTRUCTION,"{'type': 'OPEN_HOUSE', 'text': 'Open: M: 8:00 AM-5:00 P...'}","{'homeInfo': {'zpid': 2068360182, 'zipcode': '92683', 'city': 'Westminster', 'state': 'CA', 'latitude': 33.75919, 'longitude': -117.968475, 'price': 179900.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1493.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'group_type': 'BUILDER_COMMUNITY', 'zestimate': 179900, 'rentZestimate': 2094, 'listing_sub_type': {'is_newHome': True, 'is_openHouse': True}, 'openHouse': 'Sat. 8-8:30am', 'priceSuffix': '+', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 179900.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1641657600000, 'open_house_end': 1641659400000}, {'open_house_start': 1642089600000, 'open_house_end': 1642091400000}]}, 'providerListingID': '29517656', 'newConstructionType': 'BUILDER_PLAN', 'isNonOwnerOccupied': True, 'isPremierBuilder': True, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 7HO41Q'}}",/community/summerset-estates/29517656_plid/,ForSale,New Construction,False,False,False,--,False,False,,,,,,,2.0,,,,,Summerset Estates,Age Restricted,True,True,,,
2097971388,"$348,000",$348K,2.0,2.0,1063.0,"{'latitude': 33.5166, 'longitude': -117.7551}",FOR_SALE,Home for sale,False,False,False,https://photos.zillowstatic.com/fp/f86e59c9d1de97e4312e33858186ce12-p_e.jpg,True,False,,"{'type': 'VIDEO_WALKTHROUGH', 'text': 'Video Walkthrough'}","{'homeInfo': {'zpid': 2097971388, 'zipcode': '92651', 'city': 'Laguna Beach', 'state': 'CA', 'latitude': 33.5166, 'longitude': -117.7551, 'price': 348000.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1063.0, 'homeType': 'MANUFACTURED', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 348000, 'rentZestimate': 4699, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 348000.0, 'videoCount': 1, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Spc G10'}}",/homedetails/30802-Coast-Hwy-SPC-G10-Laguna-Beach-CA-92651/2097971388_zpid/,ForSale,For Sale by Agent,False,True,False,--,False,False,,,,,,,,,,,,,,,,,,
25460010,"$1,049,000",$1.05M,3.0,2.0,1514.0,"{'latitude': 33.684525, 'longitude': -117.878815}",FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/c721b66e5c22ba5a3950f467776422ae-p_e.jpg,True,False,,,"{'homeInfo': {'zpid': 25460010, 'zipcode': '92626', 'city': 'Costa Mesa', 'state': 'CA', 'latitude': 33.684525, 'longitude': -117.878815, 'price': 1049000.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1514.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 934300, 'rentZestimate': 3614, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1049000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 365289.0, 'lotAreaValue': 4500.0, 'lotAreaUnit': 'sqft'}}",/homedetails/3146-Manistee-Dr-Costa-Mesa-CA-92626/25460010_zpid/,ForSale,For Sale by Agent,False,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25422793,"$1,099,999",$1.10M,5.0,3.0,2563.0,"{'latitude': 33.817017, 'longitude': -117.83775}",FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/68b9f28c23a510efc8a60e3d138721c3-p_e.jpg,True,False,,"{'type': 'PRICE_REDUCTION', 'text': '$199,001 (Jan 4)'}","{'homeInfo': {'zpid': 25422793, 'zipcode': '92865', 'city': 'Orange', 'state': 'CA', 'latitude': 33.817017, 'longitude': -117.83775, 'price': 1099999.0, 'datePriceChanged': 1641283200000, 'bathrooms': 3.0, 'bedrooms': 5.0, 'livingArea': 2563.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1299700, 'rentZestimate': 4356, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$199,001 (Jan 4)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1099999.0, 'priceChange': -199001, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 129033.0, 'lotAreaValue': 8910.0, 'lotAreaUnit': 'sqft'}}",/homedetails/1512-E-Briardale-Ave-Orange-CA-92865/25422793_zpid/,ForSale,For Sale by Agent,False,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25715262,"$549,900",$550K,3.0,2.0,1130.0,"{'latitude': 33.714176, 'longitude': -117.905685}",FOR_SALE,Townhouse for sale,False,False,False,https://photos.zillowstatic.com/fp/07603b0893e391812f794b4d92f658cd-p_e.jpg,True,False,,,"{'homeInfo': {'zpid': 25715262, 'zipcode': '92704', 'city': 'Santa Ana', 'state': 'CA', 'latitude': 33.714176, 'longitude': -117.905685, 'price': 549900.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1130.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 577700, 'rentZestimate': 2978, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 549900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 257104.0}}",/homedetails/2714-W-Meadowwood-Santa-Ana-CA-92704/25715262_zpid/,ForSale,For Sale by Agent,False,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25575306,"$1,595,000",$1.60M,3.0,3.0,2703.0,"{'latitude': 33.504307, 'longitude': -117.72099}",FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/418d25e5e0905b8cc2dde73241dd08fe-p_e.jpg,True,False,,"{'type': '3D_HOME', 'text': '3D Tour'}","{'homeInfo': {'zpid': 25575306, 'zipcode': '92677', 'city': 'Laguna Niguel', 'state': 'CA', 'latitude': 33.504307, 'longitude': -117.72099, 'price': 1595000.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 2703.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1599100, 'rentZestimate': 6734, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1595000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 548012.0, 'lotAreaValue': 6240.0, 'lotAreaUnit': 'sqft'}}",/homedetails/27-Morning-Wood-Dr-Laguna-Niguel-CA-92677/25575306_zpid/,ForSale,For Sale by Agent,True,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25217089,"$769,000",$769K,4.0,2.0,1532.0,"{'latitude': 33.827736, 'longitude': -117.98548}",FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/a662689dcf7774da017bed5d36374a07-p_e.jpg,True,False,,,"{'homeInfo': {'zpid': 25217089, 'zipcode': '92804', 'city': 'Anaheim', 'state': 'CA', 'latitude': 33.827736, 'longitude': -117.98548, 'price': 769000.0, 'datePriceChanged': 1641456000000, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 1532.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 662500, 'rentZestimate': 3200, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 769000.0, 'priceChange': 10000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 183470.0, 'lotAreaValue': 7200.0, 'lotAreaUnit': 'sqft'}}",/homedetails/306-S-Benwood-Dr-Anaheim-CA-92804/25217089_zpid/,ForSale,For Sale by Agent,False,False,False,--,False,False,,,,,,,,,,,,,,,,,,
2066960376,"$488,000",$488K,2.0,2.0,1017.0,"{'latitude': 33.77928, 'longitude': -117.94819}",FOR_SALE,Condo for sale,False,False,False,https://photos.zillowstatic.com/fp/5acae03ee592cfb00a4b6569ea4f02cb-p_e.jpg,True,False,,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 12-4pm'}","{'homeInfo': {'zpid': 2066960376, 'zipcode': '92840', 'city': 'Garden Grove', 'state': 'CA', 'latitude': 33.77928, 'longitude': -117.94819, 'price': 488000.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1017.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 12-4pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 488000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1641672000000, 'open_house_end': 1641686400000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Unit B'}}",/homedetails/10630-Lakeside-Dr-N-UNIT-B-Garden-Grove-CA-92840/2066960376_zpid/,ForSale,For Sale by Agent,False,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25621979,"$874,900",$875K,3.0,2.0,1819.0,"{'latitude': 33.617867, 'longitude': -117.6463}",FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/872fa649866ab0b35091dbf5d020d718-p_e.jpg,True,False,,"{'type': '3D_HOME', 'text': '3D Tour'}","{'homeInfo': {'zpid': 25621979, 'zipcode': '92692', 'city': 'Mission Viejo', 'state': 'CA', 'latitude': 33.617867, 'longitude': -117.6463, 'price': 874900.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1819.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 919794, 'rentZestimate': 3899, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 874900.0, 'videoCount': 1, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 443850.0, 'lotAreaValue': 4018.0, 'lotAreaUnit': 'sqft'}}",/homedetails/27771-Calle-Neruda-Mission-Viejo-CA-92692/25621979_zpid/,ForSale,For Sale by Agent,True,True,False,--,False,False,,,,,,,,,,,,,,,,,,
25104653,"$779,900",$780K,2.0,2.0,1456.0,"{'latitude': 33.938396, 'longitude': -117.97133}",FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/e742480e07f1b8493e5cb0cdaac3e81b-p_e.jpg,True,False,,,"{'homeInfo': {'zpid': 25104653, 'zipcode': '90631', 'city': 'La Habra', 'state': 'CA', 'latitude': 33.938396, 'longitude': -117.97133, 'price': 779900.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1456.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 762800, 'rentZestimate': 3128, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 779900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 458662.0, 'lotAreaValue': 8886.0, 'lotAreaUnit': 'sqft'}}",/homedetails/741-N-Dexford-Dr-La-Habra-CA-90631/25104653_zpid/,ForSale,For Sale by Agent,False,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25657237,"$779,000",$779K,4.0,3.0,1801.0,"{'latitude': 33.838516, 'longitude': -117.908005}",FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/dba505f68520d213c6e2f3327d9144b0-p_e.jpg,True,False,,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 10am-4pm'}","{'homeInfo': {'zpid': 25657237, 'zipcode': '92805', 'city': 'Anaheim', 'state': 'CA', 'latitude': 33.838516, 'longitude': -117.908005, 'price': 779000.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 1801.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 817900, 'rentZestimate': 3566, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 10am-4pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 779000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1641664800000, 'open_house_end': 1641686400000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 551978.0, 'lotAreaValue': 3550.0, 'lotAreaUnit': 'sqft'}}",/homedetails/435-E-Chartres-St-Anaheim-CA-92805/25657237_zpid/,ForSale,For Sale by Agent,False,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25097776,"$795,000",$795K,3.0,2.0,1541.0,"{'latitude': 33.72442, 'longitude': -117.87816}",FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/081e2067c7e2e253f98db4977f42ccf4-p_e.jpg,True,False,,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 12-4pm'}","{'homeInfo': {'zpid': 25097776, 'zipcode': '92707', 'city': 'Santa Ana', 'state': 'CA', 'latitude': 33.72442, 'longitude': -117.87816, 'price': 795000.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1541.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 779300, 'rentZestimate': 3750, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 12-4pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 795000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1641672000000, 'open_house_end': 1641686400000}, {'open_house_start': 1641758400000, 'open_house_end': 1641772800000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 465222.0, 'lotAreaValue': 7110.0, 'lotAreaUnit': 'sqft'}}",/homedetails/930-W-Berkeley-St-Santa-Ana-CA-92707/25097776_zpid/,ForSale,For Sale by Agent,False,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25516791,"$999,900",$1M,3.0,3.0,1424.0,"{'latitude': 33.706913, 'longitude': -117.77495}",FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/04f0b1c2c02ad93905fe684e72d97207-p_e.jpg,True,False,,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 1-5pm'}","{'homeInfo': {'zpid': 25516791, 'zipcode': '92620', 'city': 'Irvine', 'state': 'CA', 'latitude': 33.706913, 'longitude': -117.77495, 'price': 999900.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1424.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1049700, 'rentZestimate': 3499, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 1-5pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 999900.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1641675600000, 'open_house_end': 1641690000000}, {'open_house_start': 1641762000000, 'open_house_end': 1641776400000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 771984.0, 'lotAreaValue': 3500.0, 'lotAreaUnit': 'sqft'}}",/homedetails/17-Southampton-Irvine-CA-92620/25516791_zpid/,ForSale,For Sale by Agent,False,False,False,--,False,False,,,,,,,,,,,,,,,,,,
325861018,"$675,000",$675K,2.0,3.0,1165.0,"{'latitude': 33.549725, 'longitude': -117.59819}",FOR_SALE,Condo for sale,False,False,False,https://photos.zillowstatic.com/fp/b648e14e5d721f2a9a9dd301098efca0-p_e.jpg,True,False,,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 1-4pm'}","{'homeInfo': {'zpid': 325861018, 'zipcode': '92694', 'city': 'Mission Viejo', 'state': 'CA', 'latitude': 33.549725, 'longitude': -117.59819, 'price': 675000.0, 'bathrooms': 3.0, 'bedrooms': 2.0, 'livingArea': 1165.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 708100, 'rentZestimate': 3195, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 1-4pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 675000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1641675600000, 'open_house_end': 1641686400000}, {'open_house_start': 1641765600000, 'open_house_end': 1641772800000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 575056.0, 'lotAreaValue': 1000.0, 'lotAreaUnit': 'sqft'}}",/homedetails/225-Alienta-Ln-Mission-Viejo-CA-92694/325861018_zpid/,ForSale,For Sale by Agent,True,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25730550,"$545,000",$545K,1.0,1.0,496.0,"{'latitude': 33.62468, 'longitude': -117.93292}",FOR_SALE,Condo for sale,False,False,False,https://photos.zillowstatic.com/fp/12e52ef8a8bd20e8de886cfbe22879cf-p_e.jpg,True,False,,"{'type': 'OPEN_HOUSE', 'text': 'Open: Fri. 11am-2pm'}","{'homeInfo': {'zpid': 25730550, 'zipcode': '92663', 'city': 'Newport Beach', 'state': 'CA', 'latitude': 33.62468, 'longitude': -117.93292, 'price': 545000.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 496.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 428000, 'rentZestimate': 2157, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Fri. 11am-2pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 545000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1641582000000, 'open_house_end': 1641592800000}, {'open_house_start': 1641668400000, 'open_house_end': 1641686400000}, {'open_house_start': 1641754800000, 'open_house_end': 1641772800000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 245070.0, 'unit': 'Apt 221'}}",/homedetails/101-Scholz-Plz-APT-221-Newport-Beach-CA-92663/25730550_zpid/,ForSale,For Sale by Agent,False,False,False,--,False,False,,,,,,,,,,,,,,,,,,
,"From $69,900",,,,,"{'latitude': 33.648396, 'longitude': -117.983345}",FOR_SALE,For Rent,False,,,https://photos.zillowstatic.com/fp/8da4832b72bc2e8355ed07107ea42d70-p_e.jpg,True,,,{},,/b/21851-newland-st-huntington-beach-ca-5XrFNR/,,,False,,,"21851 Newland St, Huntington Beach, CA",False,False,,33.648396--117.983345,1002161496.0,2.0,1.0,1200.0,13.0,True,,False,11040690,,,,,,,
25728940,"$550,000",$550K,2.0,3.0,1112.0,"{'latitude': 33.871872, 'longitude': -117.72507}",FOR_SALE,Condo for sale,False,False,False,https://photos.zillowstatic.com/fp/a82a48fd4d32106180b6ad8c243bef6f-p_e.jpg,True,False,,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 1-4pm'}","{'homeInfo': {'zpid': 25728940, 'zipcode': '92887', 'city': 'Yorba Linda', 'state': 'CA', 'latitude': 33.871872, 'longitude': -117.72507, 'price': 550000.0, 'bathrooms': 3.0, 'bedrooms': 2.0, 'livingArea': 1112.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 557500, 'rentZestimate': 2834, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 1-4pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 550000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1641675600000, 'open_house_end': 1641686400000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 359891.0, 'unit': '# 112'}}",/homedetails/6203-Plymouth-Ct-112-Yorba-Linda-CA-92887/25728940_zpid/,ForSale,For Sale by Agent,False,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25244874,"$880,000",$880K,4.0,2.0,1596.0,"{'latitude': 33.849476, 'longitude': -118.00034}",FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/3ee61d98eadc1a81bcfdbd8e9c43d5b7-p_e.jpg,True,False,,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sun. 11am-3pm'}","{'homeInfo': {'zpid': 25244874, 'zipcode': '90620', 'city': 'Buena Park', 'state': 'CA', 'latitude': 33.849476, 'longitude': -118.00034, 'price': 880000.0, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 1596.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 845900, 'rentZestimate': 3327, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sun. 11am-3pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 880000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1641754800000, 'open_house_end': 1641769200000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 242582.0, 'lotAreaValue': 6000.0, 'lotAreaUnit': 'sqft'}}",/homedetails/7651-El-Escorial-Way-Buena-Park-CA-90620/25244874_zpid/,ForSale,For Sale by Agent,True,False,False,--,False,False,,,,,,,,,,,,,,,,,,
